time,MRI-ESM2-0,IPSL-CM6A-LR,CANESM5,CESM2-WACCM
2049.0,16837731000.0,27872086000.0,23827964000.0,30833635000.0
2050.0,15590243000.0,25590917000.0,21069040000.0,29257318000.0
2051.0,14593887000.0,23620606000.0,19491500000.0,28841912000.0
2052.0,13748411000.0,21553640000.0,18768302000.0,27899005000.0
2053.0,13343351000.0,21208013000.0,17192122000.0,26458330000.0
2054.0,12375833000.0,19257190000.0,15884977000.0,25605280000.0
2055.0,11581715000.0,17842470000.0,15201246000.0,24024564000.0
2056.0,10901357000.0,16807312000.0,13888699000.0,22453817000.0
2057.0,10130214000.0,15544281000.0,13244690000.0,21249495000.0
2058.0,9859071000.0,14716881000.0,12254795000.0,19737490000.0
2059.0,9672522000.0,13908523000.0,11825825000.0,18195237000.0
2060.0,9436239000.0,12554540000.0,11183810000.0,17832200000.0
2061.0,9336273000.0,11643758000.0,10210675000.0,17845576000.0
2062.0,9231365000.0,10945521000.0,9366967000.0,17123453000.0
2063.0,9256264000.0,9911334000.0,9097841000.0,16364981000.0
2064.0,9214637000.0,9256161000.0,8385365500.0,16702310000.0
2065.0,9075028000.0,9200798000.0,8019131000.0,16553592000.0
2066.0,9104876000.0,8726071000.0,7351730700.0,16485302000.0
2067.0,9469293000.0,8094194700.0,7123127000.0,15605354000.0
2068.0,9110157000.0,7902095400.0,7120155000.0,15666488000.0
2069.0,8632037000.0,7312260600.0,6727360000.0,14976272000.0
2070.0,8749941000.0,7327430700.0,6732963300.0,15593991000.0
2071.0,8393116700.0,7358063000.0,6374331400.0,14356274000.0
2072.0,8745059000.0,7456134000.0,6307517400.0,13265947000.0
2073.0,8634053000.0,7442935300.0,6435261400.0,12909204000.0
2074.0,8879535000.0,7232001000.0,6305205000.0,13212792000.0
2075.0,8657475000.0,7164378600.0,6320068000.0,12563047000.0
2076.0,8659369000.0,6930787300.0,6233914400.0,12161304000.0
2077.0,8598023000.0,6908828700.0,6335328000.0,11924931000.0
2078.0,8484886500.0,6825213400.0,6335440000.0,12015229000.0
2079.0,8612105000.0,6497653000.0,6032217600.0,12765364000.0
2080.0,8747445000.0,6336905000.0,5802295300.0,12910376000.0
2081.0,8937059000.0,6197916000.0,5931293000.0,13066105000.0
2082.0,9045871000.0,6566843400.0,5765061000.0,12673536000.0
2083.0,9337736000.0,6676261400.0,5600119300.0,12541039000.0
2084.0,9565212000.0,6731835000.0,5663765000.0,12059439000.0
2085.0,9571785000.0,6801208000.0,5990355000.0,11519674000.0
2086.0,9581800000.0,6759258600.0,5812991000.0,11343882000.0
2087.0,9747094000.0,6820748300.0,5926534000.0,11516167000.0
2088.0,9642119000.0,6661716500.0,5958369300.0,11230652000.0
2089.0,9788700000.0,6703747600.0,6513198600.0,10674858000.0
2090.0,10103300000.0,6740146000.0,6760078300.0,11007938000.0
2091.0,10633311000.0,6801939000.0,6851486700.0,10432355000.0
2092.0,10642123000.0,6524568600.0,6851336700.0,10765484000.0
2093.0,10531114000.0,6493473300.0,6599683000.0,10450510000.0
2094.0,10393730000.0,6517067300.0,6904005000.0,10162891000.0
2095.0,10963803000.0,6596730000.0,7153502700.0,10510498000.0
2096.0,11044125000.0,6884412400.0,7622781000.0,10099227000.0
2097.0,11021080000.0,6980680000.0,7523135000.0,10181042000.0
2098.0,11439998000.0,7119294500.0,7730668000.0,10312863000.0
2099.0,12006599000.0,7249494500.0,7759087000.0,10138276000.0
2100.0,12351889000.0,7389385700.0,7503372000.0,10156742000.0
2101.0,12587977000.0,7863480000.0,7601028000.0,9908120000.0
2102.0,13653921000.0,7911691000.0,7567834000.0,10362661000.0
2103.0,13501018000.0,8137655000.0,7829624300.0,10965841000.0
2104.0,13003613000.0,8136078000.0,8633229000.0,11020496000.0
2105.0,13402354000.0,8286517000.0,8479941000.0,13351269000.0
2106.0,13364488000.0,8671293000.0,8729404000.0,12818085000.0
2107.0,13851744000.0,8772551000.0,8675467000.0,12623822000.0
2108.0,14110018000.0,8732674000.0,8708937000.0,12923581000.0
2109.0,14066639000.0,9001898000.0,8851033000.0,13277176000.0
2110.0,14318167000.0,9111399000.0,8904689000.0,13852595000.0
2111.0,14511301000.0,8996585000.0,9153165000.0,13669965000.0
2112.0,15011901000.0,8803953000.0,9369294000.0,14251876000.0
2113.0,15265314000.0,9080105000.0,9459830000.0,13575917000.0
2114.0,15980723000.0,9037834000.0,9532881000.0,13236201000.0
2115.0,15942688000.0,9078239000.0,9398270000.0,13804067000.0
2116.0,15918181000.0,9310489000.0,9064471000.0,14532111000.0
2117.0,17054684000.0,9276696000.0,8995190000.0,14492471000.0
2118.0,17053568000.0,9580036000.0,9521158000.0,14584411000.0
2119.0,17064653000.0,9982884000.0,9852629000.0,14989143000.0
2120.0,17077507000.0,10050844000.0,10129594000.0,16637903000.0
2121.0,17094561000.0,10232870000.0,10312630000.0,16423718000.0
2122.0,17530660000.0,10407832000.0,10516488000.0,16185106000.0
2123.0,19278450000.0,10666399000.0,11014867000.0,16027066000.0
2124.0,18580888000.0,10970506000.0,10828556000.0,15956689000.0
2125.0,19154910000.0,11407856000.0,10705101000.0,16128887000.0
2126.0,19048675000.0,12261496000.0,10859071000.0,17424116000.0
2127.0,18927925000.0,12355974000.0,11358771000.0,18569902000.0
2128.0,19517782000.0,13132815000.0,11675994000.0,19138744000.0
2129.0,19021690000.0,13046932000.0,12440374000.0,20960100000.0
2130.0,18939160000.0,13176402000.0,13252385000.0,21984680000.0
2131.0,19239082000.0,12940145000.0,13216618000.0,25351064000.0
2132.0,19893530000.0,13004164000.0,13576401000.0,25041127000.0
2133.0,20995740000.0,13132064000.0,14139878000.0,24161077000.0
2134.0,21178240000.0,13359271000.0,14665758000.0,23806755000.0
2135.0,21200716000.0,13842661000.0,14710577000.0,23229786000.0
2136.0,20634583000.0,13417380000.0,14484164000.0,22880750000.0
2137.0,21098520000.0,13147008000.0,14294086000.0,23176186000.0
2138.0,21437430000.0,13277772000.0,14229219000.0,23011654000.0
2139.0,21605833000.0,13118489000.0,14529779000.0,22548646000.0
2140.0,22357027000.0,13643318000.0,14451645000.0,23599790000.0
2141.0,24007838000.0,13666618000.0,14512975000.0,23687131000.0
2142.0,25277807000.0,14201421000.0,14151193000.0,23462267000.0
2143.0,25624318000.0,14293620000.0,14145869000.0,23730455000.0
2144.0,26499478000.0,14466827000.0,14462489000.0,25547964000.0
2145.0,26101273000.0,14837043000.0,14953470000.0,25027854000.0
2146.0,25783818000.0,15051292000.0,15585039000.0,25695918000.0
2147.0,25408336000.0,14910457000.0,15974926000.0,25690680000.0
2148.0,27161637000.0,15202337000.0,16149196000.0,25733394000.0
2149.0,26643320000.0,15059957000.0,16408448000.0,26299216000.0
2150.0,26928628000.0,14744466000.0,16395431000.0,26552300000.0
2151.0,27731059000.0,14815653000.0,16724665000.0,27103370000.0
2152.0,28554478000.0,14667678000.0,17448786000.0,28088365000.0
2153.0,28691683000.0,14826748000.0,18016858000.0,28703460000.0
2154.0,28620927000.0,14760973000.0,18673027000.0,28988148000.0
2155.0,29782202000.0,14985802000.0,17855009000.0,29281317000.0
2156.0,29401940000.0,14819626000.0,17871477000.0,30313183000.0
2157.0,29581220000.0,15184344000.0,17967524000.0,34169778000.0
2158.0,30050953000.0,14913188000.0,18759800000.0,32867758000.0
2159.0,31455508000.0,14838267000.0,19313922000.0,34550534000.0
2160.0,30592563000.0,14831357000.0,20007459000.0,33293021000.0
2161.0,32125037000.0,14983584000.0,19809530000.0,37170684000.0
2162.0,32734388000.0,15076344000.0,19838392000.0,39557620000.0
2163.0,34475520000.0,15378930000.0,19989373000.0,41631932000.0
2164.0,34520895000.0,15684172000.0,19864836000.0,41688175000.0
2165.0,34560020000.0,15246940000.0,19967367000.0,41676505000.0
2166.0,34498330000.0,15202374000.0,20287360000.0,41090626000.0
2167.0,36066620000.0,15398593000.0,20713982000.0,41659210000.0
2168.0,35415503000.0,15829073000.0,22019856000.0,41143636000.0
2169.0,36099854000.0,15824951000.0,21894783000.0,41310085000.0
2170.0,36660744000.0,15395850000.0,22597335000.0,40944770000.0
2171.0,38297567000.0,15887507000.0,22657348000.0,39243330000.0
2172.0,40244930000.0,15733755000.0,22971038000.0,39261600000.0
2173.0,39605690000.0,15683483000.0,22488715000.0,39812743000.0
2174.0,38413386000.0,16279017000.0,21828411000.0,38750786000.0
2175.0,41333543000.0,16455334000.0,22091192000.0,40420500000.0
2176.0,39762014000.0,16849396000.0,22090099000.0,40115270000.0
2177.0,39944140000.0,17118896000.0,22807128000.0,38522290000.0
2178.0,39364674000.0,16922312000.0,23048827000.0,37191782000.0
2179.0,41327047000.0,17098849000.0,22592553000.0,37043655000.0
2180.0,40586047000.0,17296443000.0,22664270000.0,37498687000.0
2181.0,42205135000.0,17448405000.0,23150911000.0,37955695000.0
2182.0,41036247000.0,17303335000.0,23604010000.0,38907220000.0
2183.0,41787867000.0,17611035000.0,24194675000.0,38755420000.0
2184.0,42586956000.0,17602566000.0,23895978000.0,40245960000.0
2185.0,45386715000.0,17714810000.0,23876303000.0,39271637000.0
2186.0,46396330000.0,17561088000.0,25288935000.0,38571835000.0
2187.0,47208730000.0,17425062000.0,27075414000.0,38589854000.0
2188.0,47225758000.0,17361089000.0,26630971000.0,37950660000.0
2189.0,47971156000.0,17510600000.0,26182840000.0,37827908000.0
2190.0,48944410000.0,17041376000.0,25220325000.0,38971597000.0
2191.0,49229373000.0,17149429000.0,25978309000.0,37426856000.0
2192.0,51568290000.0,17155804000.0,26139834000.0,38474730000.0
2193.0,53067990000.0,16747303000.0,26039171000.0,39759190000.0
2194.0,55544005000.0,16537345000.0,26616517000.0,39244970000.0
2195.0,55979516000.0,17060366000.0,25737400000.0,40247517000.0
2196.0,55023452000.0,17278507000.0,25605675000.0,40897090000.0
2197.0,56931934000.0,17812918000.0,26335089000.0,40289390000.0
2198.0,57496400000.0,17762306000.0,26403020000.0,42244230000.0
2199.0,56260770000.0,18292281000.0,26202094000.0,43284980000.0
2200.0,56475312000.0,17450125000.0,26471268000.0,41783226000.0
2201.0,55520305000.0,17748412000.0,26411274000.0,39485400000.0
2202.0,56362893000.0,17622325000.0,26475840000.0,39746355000.0
2203.0,56058384000.0,17670859000.0,26188616000.0,39200522000.0
2204.0,55452970000.0,17787967000.0,26445031000.0,37251187000.0
2205.0,56938148000.0,17785487000.0,25574713000.0,36760770000.0
2206.0,57160106000.0,17862988000.0,26374093000.0,36714414000.0
2207.0,56476504000.0,18598375000.0,26019924000.0,35182043000.0
2208.0,57983398000.0,18152425000.0,25862740000.0,35412087000.0
2209.0,57171020000.0,18519482000.0,25627458000.0,35484740000.0
2210.0,57500770000.0,18823586000.0,25914706000.0,34975064000.0
2211.0,56523430000.0,19267858000.0,26272230000.0,35031480000.0
2212.0,56450265000.0,19497617000.0,26678333000.0,35269734000.0
2213.0,55810770000.0,19292156000.0,27011455000.0,37856630000.0
2214.0,56306393000.0,18954394000.0,27640748000.0,37541097000.0
2215.0,54692073000.0,19299305000.0,27055923000.0,37792227000.0
2216.0,54678100000.0,19631045000.0,27636623000.0,37447873000.0
2217.0,56013500000.0,19357383000.0,27389946000.0,36811493000.0
2218.0,58257383000.0,19353932000.0,27982217000.0,36248670000.0
2219.0,58308400000.0,19724786000.0,28377086000.0,36372040000.0
2220.0,57921663000.0,19925426000.0,28403930000.0,35247800000.0
2221.0,59307946000.0,20073095000.0,27000670000.0,35808760000.0
2222.0,56745345000.0,21369037000.0,27171062000.0,34238454000.0
2223.0,57450365000.0,21877938000.0,27103190000.0,32275464000.0
2224.0,59562213000.0,20957932000.0,26457133000.0,32365060000.0
2225.0,61188145000.0,21024205000.0,26211870000.0,34028962000.0
2226.0,61337250000.0,20963715000.0,26210613000.0,32697730000.0
2227.0,62620920000.0,20117795000.0,25976717000.0,31485022000.0
2228.0,63408464000.0,20076116000.0,25123025000.0,30645584000.0
2229.0,65986530000.0,20277580000.0,25256098000.0,30395245000.0
2230.0,66435285000.0,20374456000.0,25212527000.0,30817530000.0
2231.0,66703004000.0,20752527000.0,25037360000.0,30905082000.0
2232.0,65604174000.0,20849880000.0,24719036000.0,31153725000.0
2233.0,65754448000.0,20324735000.0,24278897000.0,30456353000.0
2234.0,67460465000.0,19893810000.0,24850874000.0,31542258000.0
2235.0,68229018000.0,19557511000.0,25151578000.0,29883260000.0
2236.0,66986885000.0,19604871000.0,25147353000.0,30794936000.0
2237.0,68216476000.0,19438561000.0,25332158000.0,29964626000.0
2238.0,70636890000.0,19282866000.0,26992495000.0,29401864000.0
2239.0,69119386000.0,19083327000.0,27386933000.0,28841126000.0
2240.0,68768240000.0,18696995000.0,27067000000.0,27367096000.0
2241.0,70476790000.0,18741017000.0,26708005000.0,26208639000.0
2242.0,69559080000.0,19080907000.0,26879156000.0,27248759000.0
2243.0,67334890000.0,19224494000.0,26806258000.0,27508200000.0
2244.0,68260454000.0,18703813000.0,26561819000.0,26722090000.0
2245.0,67896830000.0,18988372000.0,26086216000.0,26397565000.0
2246.0,68113140000.0,19183084000.0,26714350000.0,27125563000.0
2247.0,69372860000.0,18650610000.0,27592276000.0,26630167000.0
2248.0,68029450000.0,18805805000.0,27665960000.0,24697570000.0
2249.0,69597815000.0,19015274000.0,27851151000.0,24410290000.0
2250.0,68165130000.0,18852899000.0,27782345000.0,24401210000.0
2251.0,68569973000.0,19168686000.0,26715660000.0,24803303000.0
2252.0,70426400000.0,19213048000.0,26930209000.0,24549603000.0
2253.0,70278250000.0,19287093000.0,26480222000.0,24895902000.0
2254.0,70032100000.0,19178684000.0,26985824000.0,25836458000.0
2255.0,71193900000.0,19198546000.0,27400501000.0,25544900000.0
2256.0,72464744000.0,19742398000.0,27411487000.0,25408268000.0
2257.0,71763730000.0,19397052000.0,27651529000.0,24300956000.0
2258.0,70740090000.0,19490384000.0,28739690000.0,23529656000.0
2259.0,68990350000.0,19382395000.0,29093300000.0,23279389000.0
2260.0,69529700000.0,18973018000.0,29034277000.0,22333932000.0
2261.0,69117710000.0,18684879000.0,29303345000.0,22162660000.0
2262.0,69893640000.0,18780508000.0,29496195000.0,21543975000.0
2263.0,69371680000.0,18444827000.0,29406433000.0,20973779000.0
2264.0,69417120000.0,18000628000.0,29271296000.0,21519868000.0
2265.0,69084960000.0,18331498000.0,28880495000.0,21441194000.0
2266.0,68685947000.0,18197443000.0,28342616000.0,21547320000.0
2267.0,67643080000.0,18304051000.0,28455719000.0,20675750000.0
2268.0,70142255000.0,18100627000.0,28800758000.0,20963385000.0
2269.0,69662350000.0,18214863000.0,29384032000.0,21675182000.0
2270.0,71332170000.0,18292736000.0,29808720000.0,21739485000.0
2271.0,73597230000.0,18141670000.0,29309594000.0,22111318000.0
2272.0,73648190000.0,17911374000.0,28970870000.0,21657903000.0
2273.0,74219670000.0,19268973000.0,28989570000.0,22820225000.0
2274.0,74088940000.0,20694520000.0,28195308000.0,21817717000.0
2275.0,75799290000.0,20964624000.0,29058224000.0,21413700000.0
2276.0,76578170000.0,21583470000.0,29195954000.0,20706890000.0
2277.0,74648840000.0,21169193000.0,29027414000.0,20805081000.0
2278.0,73261880000.0,21954103000.0,28331661000.0,20804137000.0
2279.0,72159130000.0,21950644000.0,28080767000.0,20239480000.0
2280.0,72706015000.0,21662890000.0,28606644000.0,18192886000.0
2281.0,73350590000.0,21951035000.0,27632546000.0,19106265000.0
2282.0,73090590000.0,22112890000.0,27532206000.0,18374801000.0
2283.0,74303365000.0,22585560000.0,27841505000.0,18818482000.0
2284.0,74767190000.0,22583253000.0,27753521000.0,18959671000.0
2285.0,75407140000.0,22121780000.0,27150666000.0,20062413000.0
2286.0,78327370000.0,22292296000.0,27339596000.0,20594060000.0
2287.0,79649790000.0,22210861000.0,28111655000.0,20354046000.0
2288.0,80096666000.0,21887234000.0,27685454000.0,20598380000.0
2289.0,78826545000.0,22100850000.0,27345127000.0,21043931000.0
2290.0,78031550000.0,22530077000.0,27091868000.0,21196585000.0
2291.0,77324260000.0,22604425000.0,26546874000.0,20674611000.0
2292.0,78551350000.0,23049724000.0,26536190000.0,20588233000.0
2293.0,79660860000.0,23219945000.0,26401686000.0,20234576000.0
2294.0,78335844000.0,22832175000.0,26489307000.0,20354462000.0
2295.0,78404346000.0,22784047000.0,26572220000.0,19934116000.0
2296.0,78292120000.0,22300291000.0,28657349000.0,20388473000.0
2297.0,76404390000.0,23054326000.0,29612968000.0,19963664000.0
2298.0,75402760000.0,23101516000.0,28413389000.0,19590328000.0
2299.0,74978160000.0,22755148000.0,28545931000.0,20179786000.0
2300.0,73430020000.0,22998380000.0,28486064000.0,19858006000.0
