time,CESM2-WACCM,CANESM5,MRI-ESM2-0,IPSL-CM6A-LR
2106.0,1317059300000.0,931993160000.0,1252982500000.0,1264226100000.0
2107.0,1302366900000.0,931265900000.0,1257635600000.0,1258836500000.0
2108.0,1301549500000.0,932884640000.0,1262210000000.0,1250959300000.0
2109.0,1299980500000.0,928091340000.0,1268476400000.0,1242223600000.0
2110.0,1303415900000.0,915833600000.0,1281334000000.0,1239380000000.0
2111.0,1310392800000.0,906879600000.0,1290274300000.0,1231872000000.0
2112.0,1313703100000.0,896398000000.0,1286348900000.0,1225753800000.0
2113.0,1316452600000.0,888986100000.0,1292454000000.0,1219617500000.0
2114.0,1314474300000.0,885549240000.0,1301172800000.0,1217405500000.0
2115.0,1310665900000.0,885808000000.0,1301674900000.0,1211660500000.0
2116.0,1312702000000.0,878343160000.0,1309183800000.0,1212953500000.0
2117.0,1318396500000.0,878500400000.0,1311321900000.0,1211629800000.0
2118.0,1316859800000.0,876689100000.0,1318758500000.0,1209340100000.0
2119.0,1325709000000.0,875345000000.0,1323076800000.0,1209915900000.0
2120.0,1326660700000.0,877250500000.0,1331316000000.0,1208633000000.0
2121.0,1325274600000.0,881092850000.0,1335168000000.0,1207726200000.0
2122.0,1331405300000.0,875572700000.0,1340642800000.0,1205632200000.0
2123.0,1327725200000.0,873100100000.0,1350531800000.0,1207310600000.0
2124.0,1329719000000.0,869075200000.0,1357764600000.0,1209490000000.0
2125.0,1335152700000.0,866515200000.0,1363439800000.0,1214447500000.0
2126.0,1333465800000.0,867026530000.0,1370068200000.0,1217935200000.0
2127.0,1332525300000.0,882122400000.0,1383603400000.0,1213537700000.0
2128.0,1337594200000.0,890989840000.0,1391522100000.0,1212224800000.0
2129.0,1341966300000.0,895079300000.0,1396496800000.0,1207052400000.0
2130.0,1339257400000.0,894242700000.0,1406559800000.0,1205267100000.0
2131.0,1339715200000.0,893749300000.0,1411111800000.0,1205839900000.0
2132.0,1346363300000.0,896383400000.0,1415085700000.0,1206307300000.0
2133.0,1350433500000.0,902995200000.0,1437859600000.0,1208993600000.0
2134.0,1360880600000.0,910120400000.0,1436815000000.0,1212297100000.0
2135.0,1368580000000.0,914968940000.0,1448703600000.0,1211772600000.0
2136.0,1374214300000.0,916203100000.0,1454537000000.0,1209035500000.0
2137.0,1374189400000.0,925232900000.0,1477146400000.0,1204566500000.0
2138.0,1380066000000.0,928277000000.0,1486750100000.0,1201558800000.0
2139.0,1379745100000.0,932363200000.0,1496885600000.0,1197493000000.0
2140.0,1380351900000.0,935087200000.0,1500734000000.0,1191989900000.0
2141.0,1390377600000.0,944235940000.0,1513528800000.0,1189414600000.0
2142.0,1397486400000.0,953781800000.0,1527341600000.0,1194831400000.0
2143.0,1398528300000.0,958390300000.0,1541504200000.0,1194803000000.0
2144.0,1407642600000.0,969125460000.0,1548611400000.0,1193470600000.0
2145.0,1410007300000.0,970456000000.0,1562314000000.0,1192463000000.0
2146.0,1410180200000.0,977844100000.0,1579603200000.0,1186700100000.0
2147.0,1410389400000.0,981194960000.0,1589034500000.0,1184511300000.0
2148.0,1419102100000.0,981954200000.0,1602112200000.0,1186089000000.0
2149.0,1423769300000.0,991172760000.0,1610205100000.0,1190959100000.0
2150.0,1432266900000.0,999846200000.0,1618566600000.0,1195865400000.0
2151.0,1440047600000.0,1025714100000.0,1623260100000.0,1197463700000.0
2152.0,1434503500000.0,1024640800000.0,1634006300000.0,1196130700000.0
2153.0,1428486600000.0,1044314000000.0,1641835000000.0,1191255100000.0
2154.0,1436819100000.0,1053616000000.0,1649956500000.0,1188767600000.0
2155.0,1440739500000.0,1052457300000.0,1658869600000.0,1189649800000.0
2156.0,1444530900000.0,1060153460000.0,1670141800000.0,1186301300000.0
2157.0,1450256600000.0,1055877040000.0,1681649800000.0,1185865300000.0
2158.0,1458581700000.0,1066577400000.0,1693888300000.0,1184711700000.0
2159.0,1459791300000.0,1072738900000.0,1702740500000.0,1185543600000.0
2160.0,1459573800000.0,1098380150000.0,1711531900000.0,1185349200000.0
2161.0,1460523200000.0,1107661200000.0,1712800000000.0,1188551500000.0
2162.0,1472238200000.0,1119621300000.0,1734025500000.0,1194113900000.0
2163.0,1478465000000.0,1128476600000.0,1738273800000.0,1194156200000.0
2164.0,1475728100000.0,1135152000000.0,1745277400000.0,1194960600000.0
2165.0,1483103500000.0,1142567000000.0,1768544000000.0,1194163300000.0
2166.0,1495395100000.0,1145904600000.0,1784580900000.0,1193554300000.0
2167.0,1496418500000.0,1158373600000.0,1797204700000.0,1192487000000.0
2168.0,1506716800000.0,1170360800000.0,1806442000000.0,1193736400000.0
2169.0,1507068600000.0,1173599600000.0,1826940300000.0,1189652700000.0
2170.0,1523687400000.0,1204830100000.0,1835803900000.0,1189525500000.0
2171.0,1539141800000.0,1191244900000.0,1853139500000.0,1192502200000.0
2172.0,1531472100000.0,1185392000000.0,1866270800000.0,1194503600000.0
2173.0,1541764200000.0,1178471200000.0,1880082200000.0,1203523400000.0
2174.0,1548647800000.0,1187358000000.0,1901537900000.0,1200051200000.0
2175.0,1552875100000.0,1187801600000.0,1911073700000.0,1202982500000.0
2176.0,1563066500000.0,1180145700000.0,1930927700000.0,1204911700000.0
2177.0,1556481400000.0,1193875700000.0,1944870000000.0,1202489000000.0
2178.0,1557062400000.0,1210079400000.0,1955089000000.0,1204040400000.0
2179.0,1562247800000.0,1230265000000.0,1970040600000.0,1204942700000.0
2180.0,1566228200000.0,1211589900000.0,1997041800000.0,1203258300000.0
2181.0,1569283900000.0,1210725300000.0,2020889700000.0,1207563000000.0
2182.0,1565471900000.0,1201545200000.0,2026307600000.0,1204388400000.0
2183.0,1571824300000.0,1213192900000.0,2027081600000.0,1201975900000.0
2184.0,1584765000000.0,1206175400000.0,2040771400000.0,1205836000000.0
2185.0,1586511200000.0,1201315100000.0,2051872100000.0,1214783600000.0
2186.0,1591171400000.0,1208694000000.0,2049671000000.0,1213060900000.0
2187.0,1592955500000.0,1203000700000.0,2061558600000.0,1217774100000.0
2188.0,1595449100000.0,1209688900000.0,2071941900000.0,1214702800000.0
2189.0,1602356100000.0,1217235300000.0,2085418700000.0,1213651900000.0
2190.0,1602068700000.0,1218819000000.0,2106057200000.0,1214204000000.0
2191.0,1600422800000.0,1254766400000.0,2126017700000.0,1218158900000.0
2192.0,1598186500000.0,1249981000000.0,2122625700000.0,1217446400000.0
2193.0,1605314500000.0,1244819400000.0,2124583300000.0,1218969600000.0
2194.0,1597311400000.0,1243578100000.0,2142430200000.0,1219424300000.0
2195.0,1583828400000.0,1258314400000.0,2143117800000.0,1224623000000.0
2196.0,1598709600000.0,1256456000000.0,2153698800000.0,1222200300000.0
2197.0,1591927900000.0,1260474900000.0,2163823300000.0,1224308600000.0
2198.0,1587043100000.0,1259266000000.0,2169088800000.0,1225910300000.0
2199.0,1603551200000.0,1260038300000.0,2183113600000.0,1227632700000.0
2200.0,1618379700000.0,1274392500000.0,2190083400000.0,1228379300000.0
2201.0,1623979000000.0,1280375500000.0,2199312100000.0,1232637100000.0
2202.0,1625659000000.0,1274723700000.0,2200653300000.0,1232719400000.0
2203.0,1625289700000.0,1278626200000.0,2213246100000.0,1228936700000.0
2204.0,1615897000000.0,1283899400000.0,2215591300000.0,1225394400000.0
2205.0,1619433000000.0,1277941300000.0,2230728000000.0,1218026300000.0
2206.0,1611398600000.0,1273322800000.0,2241689300000.0,1215206500000.0
2207.0,1608955500000.0,1270676300000.0,2246583000000.0,1221402200000.0
2208.0,1606381300000.0,1276496800000.0,2261293500000.0,1226608900000.0
2209.0,1609827200000.0,1294022600000.0,2271638500000.0,1226313800000.0
2210.0,1613243100000.0,1296096000000.0,2288578000000.0,1228365800000.0
2211.0,1613163300000.0,1291288000000.0,2286193700000.0,1233024200000.0
2212.0,1618832900000.0,1284858200000.0,2294307400000.0,1238378600000.0
2213.0,1614851700000.0,1309015400000.0,2312745800000.0,1238472900000.0
2214.0,1605470400000.0,1296393300000.0,2323856200000.0,1246672200000.0
2215.0,1602302500000.0,1304767600000.0,2331880000000.0,1247227400000.0
2216.0,1600733600000.0,1309192000000.0,2348171700000.0,1247767800000.0
2217.0,1600878800000.0,1316526000000.0,2355362300000.0,1244002000000.0
2218.0,1599366800000.0,1317732100000.0,2354775000000.0,1249587500000.0
2219.0,1597261300000.0,1319925000000.0,2361226200000.0,1252561900000.0
2220.0,1592151100000.0,1319028800000.0,2374800500000.0,1258149000000.0
2221.0,1596118100000.0,1306653800000.0,2381962500000.0,1261288000000.0
2222.0,1589065500000.0,1307208700000.0,2392512300000.0,1260089500000.0
2223.0,1585176500000.0,1330133900000.0,2406715000000.0,1261308300000.0
2224.0,1584431500000.0,1340884000000.0,2418477600000.0,1265680900000.0
2225.0,1576688000000.0,1349691600000.0,2424214000000.0,1269567700000.0
2226.0,1576406900000.0,1359647100000.0,2435513800000.0,1271317800000.0
2227.0,1572375000000.0,1366211200000.0,2445232300000.0,1277655300000.0
2228.0,1577851000000.0,1368517100000.0,2452160800000.0,1278824800000.0
2229.0,1585138900000.0,1365945000000.0,2462398000000.0,1281553100000.0
2230.0,1576495000000.0,1371493400000.0,2474022300000.0,1284593500000.0
2231.0,1564453000000.0,1387059900000.0,2485706600000.0,1281357600000.0
2232.0,1569498700000.0,1397649700000.0,2493754000000.0,1282005700000.0
2233.0,1571314600000.0,1396834400000.0,2514078400000.0,1284332800000.0
2234.0,1564326600000.0,1393302800000.0,2520771200000.0,1283392400000.0
2235.0,1563427600000.0,1398493400000.0,2528195600000.0,1281090100000.0
2236.0,1567570100000.0,1396016000000.0,2532747200000.0,1283473300000.0
2237.0,1575572300000.0,1403042300000.0,2541097600000.0,1278124100000.0
2238.0,1573761400000.0,1399722500000.0,2553769000000.0,1276701300000.0
2239.0,1556263900000.0,1397522000000.0,2563458700000.0,1272893100000.0
2240.0,1558819200000.0,1399995900000.0,2569374000000.0,1271253300000.0
2241.0,1563106200000.0,1425007300000.0,2593359100000.0,1268311300000.0
2242.0,1562599800000.0,1429098100000.0,2602757800000.0,1269896400000.0
2243.0,1560249800000.0,1437382500000.0,2598816400000.0,1270479700000.0
2244.0,1551258000000.0,1444811800000.0,2612410400000.0,1268613900000.0
2245.0,1547786100000.0,1493159900000.0,2616323700000.0,1269893700000.0
2246.0,1550479500000.0,1502415300000.0,2616735300000.0,1267743600000.0
2247.0,1559133700000.0,1502572600000.0,2633658500000.0,1271505600000.0
2248.0,1553344500000.0,1506891700000.0,2648781600000.0,1267543000000.0
2249.0,1547038200000.0,1511294600000.0,2646170400000.0,1272716100000.0
2250.0,1537732200000.0,1507004500000.0,2655454800000.0,1272791700000.0
2251.0,1545610900000.0,1510249300000.0,2673349200000.0,1274553800000.0
2252.0,1548266900000.0,1510758300000.0,2671968800000.0,1274480400000.0
2253.0,1537716800000.0,1525695400000.0,2685174300000.0,1273507900000.0
2254.0,1533206300000.0,1560217300000.0,2699290000000.0,1271050000000.0
2255.0,1521319400000.0,1563134400000.0,2703019500000.0,1273794900000.0
2256.0,1526042200000.0,1554112800000.0,2707595000000.0,1276238400000.0
2257.0,1519732800000.0,1546134900000.0,2726324600000.0,1276359000000.0
2258.0,1518057600000.0,1573792800000.0,2727206000000.0,1276906000000.0
2259.0,1516086000000.0,1580777900000.0,2735104900000.0,1280425900000.0
2260.0,1504203600000.0,1591720700000.0,2757825700000.0,1282735100000.0
2261.0,1494972100000.0,1608469200000.0,2758880300000.0,1273442000000.0
2262.0,1501994400000.0,1603459700000.0,2775910700000.0,1277747700000.0
2263.0,1488572900000.0,1597484600000.0,2781845400000.0,1286387700000.0
2264.0,1478944100000.0,1595804000000.0,2781917500000.0,1286086200000.0
2265.0,1474493800000.0,1607370000000.0,2793337300000.0,1289390400000.0
2266.0,1470860500000.0,1628470000000.0,2805944500000.0,1288329400000.0
2267.0,1465102400000.0,1650216800000.0,2808701500000.0,1286186500000.0
2268.0,1452700100000.0,1644958200000.0,2833405700000.0,1282132800000.0
2269.0,1443737400000.0,1646289200000.0,2838762400000.0,1284695800000.0
2270.0,1439872000000.0,1651065200000.0,2837019000000.0,1284236800000.0
2271.0,1437603100000.0,1650640300000.0,2855948000000.0,1290066200000.0
2272.0,1435942000000.0,1668353900000.0,2861910000000.0,1294340000000.0
2273.0,1427552300000.0,1688141400000.0,2865202000000.0,1296611300000.0
2274.0,1426792900000.0,1700170200000.0,2890975200000.0,1296693100000.0
2275.0,1429224200000.0,1709841400000.0,2891872000000.0,1297187200000.0
2276.0,1417223300000.0,1714852000000.0,2903856400000.0,1292245500000.0
2277.0,1420580500000.0,1709187000000.0,2919890200000.0,1289399300000.0
2278.0,1418081300000.0,1703721600000.0,2925630000000.0,1292706800000.0
2279.0,1412624400000.0,1702129400000.0,2935425000000.0,1287996300000.0
2280.0,1405630700000.0,1701364900000.0,2936624400000.0,1292334300000.0
2281.0,1405156500000.0,1693132500000.0,2945689800000.0,1290804900000.0
2282.0,1404900600000.0,1703647400000.0,2948467500000.0,1286163300000.0
2283.0,1399343000000.0,1720938800000.0,2949761000000.0,1283457400000.0
2284.0,1393501500000.0,1746638100000.0,2963821300000.0,1282654600000.0
2285.0,1389097600000.0,1765700500000.0,2961444000000.0,1285206300000.0
2286.0,1387486200000.0,1777876100000.0,2958389100000.0,1285636800000.0
2287.0,1387265000000.0,1763832100000.0,2963320000000.0,1285768300000.0
2288.0,1376479700000.0,1756936300000.0,2951306000000.0,1280626900000.0
2289.0,1377653600000.0,1769772000000.0,2958721800000.0,1285302900000.0
2290.0,1369017400000.0,1770871300000.0,2959983000000.0,1286728500000.0
2291.0,1359199600000.0,1797299500000.0,2960819000000.0,1285418100000.0
2292.0,1356428500000.0,1814511700000.0,2968462300000.0,1292066900000.0
2293.0,1356279300000.0,1817999800000.0,2967288000000.0,1294132800000.0
2294.0,1362554500000.0,1806786600000.0,2966090700000.0,1299931000000.0
2295.0,1355157100000.0,1822511600000.0,2963275300000.0,1305258400000.0
2296.0,1346659400000.0,1823817700000.0,2957720000000.0,1308988100000.0
2297.0,1343642300000.0,1815948600000.0,2957716500000.0,1311211300000.0
2298.0,1337686100000.0,1824986600000.0,2946130000000.0,1312674300000.0
2299.0,1334245000000.0,1842441200000.0,2952974000000.0,1312087500000.0
2300.0,1328520500000.0,1852572300000.0,2948830900000.0,1314626600000.0
