time,MRI-ESM2-0,CESM2,IPSL-CM6A-LR,GFDL-ESM4,CESM2-WACCM,CAMS-CSM1-0,ACCESS-ESM1-5,EC-EARTH3-VEG,CANESM5,INM-CM4-8,INM-CM5-0,NORESM2-MM,EC-EARTH3,CMCC-CM2-SR5,TAIESM1,MPI-ESM1-2-HR,FGOALS-F3-L,BCC-CSM2-MR,ACCESS-CM2
2010.0,7380620300000.0,7380620300000.0,7380620300000.0,7380620300000.0,7380620300000.0,7380620300000.0,7380620300000.0,7380620300000.0,7380620300000.0,7380620300000.0,7380620300000.0,7380620300000.0,7380620300000.0,7380620300000.0,7380620300000.0,7380620300000.0,7380620300000.0,7380620300000.0,7380620300000.0
2011.0,7379078300000.0,7379078300000.0,7379078300000.0,7379078300000.0,7379078300000.0,7379078300000.0,7379078300000.0,7379078300000.0,7379078300000.0,7379078300000.0,7379078300000.0,7379078300000.0,7379078300000.0,7379078300000.0,7379078300000.0,7379078300000.0,7379078300000.0,7379078300000.0,7379078300000.0
2012.0,7367241500000.0,7367241500000.0,7367241500000.0,7367241500000.0,7367241500000.0,7367241500000.0,7367241500000.0,7367241500000.0,7367241500000.0,7367241500000.0,7367241500000.0,7367241500000.0,7367241500000.0,7367241500000.0,7367241500000.0,7367241500000.0,7367241500000.0,7367241500000.0,7367241500000.0
2013.0,7371746700000.0,7371746700000.0,7371746700000.0,7371746700000.0,7371746700000.0,7371746700000.0,7371746700000.0,7371746700000.0,7371746700000.0,7371746700000.0,7371746700000.0,7371746700000.0,7371746700000.0,7371746700000.0,7371746700000.0,7371746700000.0,7371746700000.0,7371746700000.0,7371746700000.0
2014.0,7329179000000.0,7329179000000.0,7329179000000.0,7329179000000.0,7329179000000.0,7329179000000.0,7329179000000.0,7329179000000.0,7329179000000.0,7329179000000.0,7329179000000.0,7329179000000.0,7329179000000.0,7329179000000.0,7329179000000.0,7329179000000.0,7329179000000.0,7329179000000.0,7329179000000.0
2015.0,7322720000000.0,7322720000000.0,7322720000000.0,7322720000000.0,7322720000000.0,7322720000000.0,7322720000000.0,7322720000000.0,7322720000000.0,7322720000000.0,7322720000000.0,7322720000000.0,7322720000000.0,7322720000000.0,7322720000000.0,7322720000000.0,7322720000000.0,7322720000000.0,7322720000000.0
2016.0,7316058400000.0,7316058400000.0,7316058400000.0,7316058400000.0,7316058400000.0,7316058400000.0,7316058400000.0,7316058400000.0,7316058400000.0,7316058400000.0,7316058400000.0,7316058400000.0,7316058400000.0,7316058400000.0,7316058400000.0,7316058400000.0,7316058400000.0,7316058400000.0,7316058400000.0
2017.0,7317523300000.0,7317523300000.0,7317523300000.0,7317523300000.0,7317523300000.0,7317523300000.0,7317523300000.0,7317523300000.0,7317523300000.0,7317523300000.0,7317523300000.0,7317523300000.0,7317523300000.0,7317523300000.0,7317523300000.0,7317523300000.0,7317523300000.0,7317523300000.0,7317523300000.0
2018.0,7307359400000.0,7307359400000.0,7307359400000.0,7307359400000.0,7307359400000.0,7307359400000.0,7307359400000.0,7307359400000.0,7307359400000.0,7307359400000.0,7307359400000.0,7307359400000.0,7307359400000.0,7307359400000.0,7307359400000.0,7307359400000.0,7307359400000.0,7307359400000.0,7307359400000.0
2019.0,7314076600000.0,7314076600000.0,7314076600000.0,7314076600000.0,7314076600000.0,7314076600000.0,7314076600000.0,7314076600000.0,7314076600000.0,7314076600000.0,7314076600000.0,7314076600000.0,7314076600000.0,7314076600000.0,7314076600000.0,7314076600000.0,7314076600000.0,7314076600000.0,7314076600000.0
2020.0,7282518700000.0,7282518700000.0,7282518700000.0,7282518700000.0,7282518700000.0,7282518700000.0,7282518700000.0,7282518700000.0,7282518700000.0,7282518700000.0,7282518700000.0,7282518700000.0,7282518700000.0,7282518700000.0,7282518700000.0,7282518700000.0,7282518700000.0,7282518700000.0,7282518700000.0
2021.0,7263055500000.0,7238114000000.0,7260270500000.0,7251423700000.0,7275043400000.0,7269110000000.0,7270801000000.0,7244146500000.0,7239433000000.0,7266662000000.0,7271805400000.0,7259740000000.0,7254869300000.0,7282469000000.0,7265414300000.0,7281293000000.0,7274341300000.0,7260834600000.0,7281915000000.0
2022.0,7245704700000.0,7206056000000.0,7254180000000.0,7254517000000.0,7259001700000.0,7252592300000.0,7251445000000.0,7218357000000.0,7199293000000.0,7256016000000.0,7255358400000.0,7251224400000.0,7228483400000.0,7266804700000.0,7216103400000.0,7265986000000.0,7259375000000.0,7259301000000.0,7278802500000.0
2023.0,7212973400000.0,7192719700000.0,7249692000000.0,7228182000000.0,7251419000000.0,7235344000000.0,7243322000000.0,7173635000000.0,7139865000000.0,7244876000000.0,7242145000000.0,7227019600000.0,7196997300000.0,7240164600000.0,7195871700000.0,7259302000000.0,7242044000000.0,7249490600000.0,7260706000000.0
2024.0,7153081400000.0,7164284400000.0,7238996500000.0,7218271400000.0,7236175300000.0,7218890500000.0,7243570000000.0,7126557000000.0,7079442000000.0,7234723000000.0,7215831000000.0,7222558000000.0,7160598000000.0,7229676000000.0,7153223500000.0,7262260700000.0,7223102700000.0,7248747000000.0,7237606600000.0
2025.0,7120307600000.0,7139776500000.0,7235240500000.0,7187899000000.0,7227295000000.0,7192913600000.0,7216224000000.0,7087201500000.0,6995352000000.0,7221583300000.0,7186691000000.0,7203858000000.0,7094816700000.0,7219356600000.0,7120302400000.0,7244515000000.0,7225594000000.0,7240934000000.0,7227070000000.0
2026.0,7075078000000.0,7108120500000.0,7231472000000.0,7176841600000.0,7219672000000.0,7170065000000.0,7194813700000.0,7032069000000.0,6915201000000.0,7219705300000.0,7164004400000.0,7178759400000.0,7036053000000.0,7213042000000.0,7084081000000.0,7239159500000.0,7199477000000.0,7253054700000.0,7212454000000.0
2027.0,7036936000000.0,7088564600000.0,7204249000000.0,7161457400000.0,7209562400000.0,7158787000000.0,7174543000000.0,6990819000000.0,6823184700000.0,7192680300000.0,7122815000000.0,7151200000000.0,6986537000000.0,7193529000000.0,7061652400000.0,7226272000000.0,7181038500000.0,7242190400000.0,7180863400000.0
2028.0,6992755000000.0,7068753000000.0,7187644500000.0,7143398300000.0,7207203600000.0,7139370000000.0,7168431500000.0,6942822500000.0,6735294600000.0,7175982000000.0,7091055500000.0,7135739500000.0,6964848400000.0,7170314000000.0,6992266000000.0,7192772600000.0,7151190300000.0,7232000400000.0,7149961300000.0
2029.0,6947767600000.0,7052988500000.0,7172436000000.0,7131007000000.0,7196880000000.0,7119982600000.0,7165691000000.0,6887974000000.0,6648540700000.0,7157250000000.0,7073721500000.0,7113341400000.0,6882119400000.0,7129361000000.0,6944790700000.0,7161272000000.0,7121513000000.0,7206690000000.0,7119235000000.0
2030.0,6891759500000.0,7030707000000.0,7137906400000.0,7101303000000.0,7187075700000.0,7088632000000.0,7147540000000.0,6826202000000.0,6572377400000.0,7137693000000.0,7023330600000.0,7081981000000.0,6821870300000.0,7074136000000.0,6899240000000.0,7148441400000.0,7112556000000.0,7187819700000.0,7101140000000.0
2031.0,6852274300000.0,7009024000000.0,7108031400000.0,7075130000000.0,7169600700000.0,7060287000000.0,7131909600000.0,6771298000000.0,6467814400000.0,7119618700000.0,6972474000000.0,7072643500000.0,6742924600000.0,7051739700000.0,6863343600000.0,7127619300000.0,7092227300000.0,7172511000000.0,7081904000000.0
2032.0,6808216300000.0,6975270000000.0,7083410300000.0,7058851000000.0,7157529000000.0,7043775000000.0,7120314000000.0,6724270000000.0,6384757000000.0,7091536000000.0,6951790000000.0,7070583000000.0,6661036000000.0,7012115500000.0,6803718000000.0,7107860000000.0,7054371000000.0,7160234000000.0,7057224000000.0
2033.0,6765741000000.0,6932686400000.0,7052292000000.0,7039410000000.0,7138447000000.0,7022111000000.0,7118032000000.0,6670525000000.0,6281204000000.0,7078302700000.0,6914738500000.0,7057520500000.0,6555021000000.0,6979831500000.0,6734796000000.0,7094318700000.0,7014491000000.0,7159596700000.0,7042131600000.0
2034.0,6718302000000.0,6900195300000.0,7037465400000.0,7018723000000.0,7124107700000.0,6992459500000.0,7103673500000.0,6615115000000.0,6185503000000.0,7059824700000.0,6871962000000.0,7022835000000.0,6464275500000.0,6936809400000.0,6671496600000.0,7074145000000.0,7001566300000.0,7136798600000.0,7000030700000.0
2035.0,6641711000000.0,6859578000000.0,7013031500000.0,7008623000000.0,7119849400000.0,6962833500000.0,7087167400000.0,6535690300000.0,6065070000000.0,7033618700000.0,6828445400000.0,7021120000000.0,6339862000000.0,6889026000000.0,6604200600000.0,7054570000000.0,6966956500000.0,7139426300000.0,6977533500000.0
2036.0,6595091000000.0,6849734000000.0,6981897000000.0,7005684600000.0,7095603700000.0,6945550400000.0,7070264300000.0,6477197000000.0,5955753000000.0,7006973000000.0,6787836700000.0,7000119300000.0,6234780500000.0,6846960600000.0,6538530400000.0,7030779000000.0,6924190000000.0,7129330000000.0,6953731000000.0
2037.0,6524817000000.0,6812103300000.0,6949611500000.0,6999690000000.0,7083838000000.0,6921386500000.0,7052259000000.0,6416138000000.0,5824525000000.0,6970205000000.0,6743637000000.0,6961030000000.0,6131594000000.0,6796659000000.0,6486096300000.0,7004163700000.0,6901552600000.0,7088288000000.0,6906131000000.0
2038.0,6456212000000.0,6767314500000.0,6930830000000.0,6985231600000.0,7057552400000.0,6907252000000.0,7051522000000.0,6336021500000.0,5685345000000.0,6963997000000.0,6678132000000.0,6923793500000.0,6031586400000.0,6724230000000.0,6400238000000.0,6980045000000.0,6867787400000.0,7059944000000.0,6881800600000.0
2039.0,6367532300000.0,6730100500000.0,6884341000000.0,6936736600000.0,7037657000000.0,6854472000000.0,7037614000000.0,6272870500000.0,5543394000000.0,6950931000000.0,6646376400000.0,6907378500000.0,5916978000000.0,6658677300000.0,6310631300000.0,6942314500000.0,6820283300000.0,7031452000000.0,6840493000000.0
2040.0,6253909600000.0,6682418600000.0,6830983000000.0,6912274000000.0,7016622000000.0,6842901600000.0,7019748700000.0,6186239300000.0,5411178000000.0,6941646000000.0,6615090600000.0,6871141300000.0,5794185600000.0,6595177600000.0,6216844000000.0,6898084500000.0,6790745400000.0,7006944500000.0,6815179300000.0
2041.0,6157838000000.0,6646709400000.0,6804241600000.0,6912092000000.0,6990305700000.0,6810711000000.0,6999256000000.0,6106346000000.0,5275692000000.0,6930180000000.0,6586110600000.0,6844397400000.0,5669144000000.0,6561963400000.0,6141429400000.0,6861615500000.0,6782726400000.0,6953396300000.0,6794288600000.0
2042.0,6056215000000.0,6609923700000.0,6742499000000.0,6908927000000.0,6957148000000.0,6784031400000.0,6977402400000.0,6013866500000.0,5133013400000.0,6897819700000.0,6529235300000.0,6824890700000.0,5540468500000.0,6503678300000.0,6066412700000.0,6800633000000.0,6765005000000.0,6936146000000.0,6775299000000.0
2043.0,5969197000000.0,6566956000000.0,6692757600000.0,6879379500000.0,6921495000000.0,6743302000000.0,6958985000000.0,5955557000000.0,4978710000000.0,6861480300000.0,6479025000000.0,6805033000000.0,5401487600000.0,6440949000000.0,5992763400000.0,6743426000000.0,6720108000000.0,6905286000000.0,6741317600000.0
2044.0,5857283000000.0,6531135000000.0,6639396600000.0,6838088000000.0,6897360000000.0,6709832000000.0,6903887000000.0,5881359500000.0,4823067000000.0,6838744000000.0,6434253700000.0,6776264000000.0,5269761300000.0,6369282400000.0,5872922000000.0,6713069000000.0,6664542500000.0,6849880400000.0,6698056500000.0
2045.0,5761551300000.0,6498521000000.0,6592386000000.0,6829088000000.0,6862727000000.0,6692457700000.0,6850270000000.0,5788394300000.0,4680252000000.0,6825857000000.0,6380885000000.0,6740261700000.0,5135559000000.0,6279472000000.0,5775110000000.0,6683876000000.0,6618430300000.0,6820963300000.0,6656003000000.0
2046.0,5638852000000.0,6458184300000.0,6524263500000.0,6813225300000.0,6832547000000.0,6652695000000.0,6797282000000.0,5695023000000.0,4529747700000.0,6799211000000.0,6353363000000.0,6700635500000.0,4987946500000.0,6200149700000.0,5686967700000.0,6644674000000.0,6577545300000.0,6773279300000.0,6597578300000.0
2047.0,5538921000000.0,6420457000000.0,6456823000000.0,6803094500000.0,6787854000000.0,6626824700000.0,6762315400000.0,5594517000000.0,4382387300000.0,6769680000000.0,6290878000000.0,6691836400000.0,4851053400000.0,6132366000000.0,5572165000000.0,6607773600000.0,6526089600000.0,6702808700000.0,6556686000000.0
2048.0,5428644000000.0,6383689300000.0,6401834000000.0,6802749000000.0,6772149500000.0,6604136600000.0,6737257000000.0,5506782500000.0,4226595000000.0,6745314000000.0,6236643000000.0,6673459600000.0,4726976000000.0,6044762000000.0,5450361000000.0,6568248000000.0,6468319300000.0,6662189000000.0,6528409500000.0
2049.0,5328866000000.0,6319906500000.0,6347826000000.0,6773990000000.0,6728653000000.0,6581553500000.0,6704469600000.0,5424395300000.0,4080321700000.0,6711840000000.0,6175832000000.0,6656365700000.0,4566150500000.0,5994284000000.0,5322937700000.0,6509607000000.0,6422797500000.0,6626470000000.0,6454467600000.0
2050.0,5192054000000.0,6253133000000.0,6292872000000.0,6732323500000.0,6716698000000.0,6554863500000.0,6665007500000.0,5301018300000.0,3934696000000.0,6675851400000.0,6115248000000.0,6638729000000.0,4426864500000.0,5927055400000.0,5216576500000.0,6476244500000.0,6343231500000.0,6565004300000.0,6407461000000.0
2051.0,5108685000000.0,6188951000000.0,6216016000000.0,6700617700000.0,6669567300000.0,6541113600000.0,6618293500000.0,5187346000000.0,3793998000000.0,6635809400000.0,6050324400000.0,6596458000000.0,4280434300000.0,5865180000000.0,5097466000000.0,6451294600000.0,6310506500000.0,6503951000000.0,6346968700000.0
2052.0,5004157000000.0,6110853500000.0,6149173700000.0,6678471000000.0,6623245400000.0,6515119000000.0,6561707000000.0,5066377000000.0,3649039000000.0,6616383000000.0,5999012300000.0,6573267600000.0,4145384000000.0,5792963000000.0,4977664700000.0,6402827400000.0,6250214500000.0,6466784700000.0,6279635000000.0
2053.0,4882100600000.0,6035473000000.0,6078789600000.0,6608217700000.0,6595998600000.0,6486877000000.0,6467674400000.0,4934011500000.0,3502316500000.0,6586779600000.0,5934939600000.0,6546105000000.0,4024603000000.0,5707435000000.0,4862962600000.0,6354930500000.0,6187201000000.0,6398971000000.0,6210506000000.0
2054.0,4794010300000.0,5979041000000.0,6009118000000.0,6560818400000.0,6544781000000.0,6468305700000.0,6421900400000.0,4815644500000.0,3367788600000.0,6544764700000.0,5877926500000.0,6521353700000.0,3894414400000.0,5600259000000.0,4736118000000.0,6319645400000.0,6117964000000.0,6356564700000.0,6099254600000.0
2055.0,4683755000000.0,5930152400000.0,5951154300000.0,6527262000000.0,6492798300000.0,6440213300000.0,6359341000000.0,4676352000000.0,3226832000000.0,6511979400000.0,5824640500000.0,6469588600000.0,3755380000000.0,5508168700000.0,4600304000000.0,6252773500000.0,6064995000000.0,6308806300000.0,6004973500000.0
2056.0,4577800000000.0,5861733000000.0,5872330000000.0,6453731500000.0,6448190000000.0,6400456000000.0,6292611000000.0,4553903700000.0,3090782400000.0,6460088000000.0,5761133000000.0,6434198700000.0,3645526000000.0,5437656000000.0,4473457500000.0,6202462000000.0,5991106000000.0,6256699400000.0,5921971000000.0
2057.0,4501673600000.0,5791996000000.0,5803744400000.0,6423451300000.0,6418351500000.0,6364988400000.0,6252624000000.0,4417797000000.0,2955815000000.0,6427344000000.0,5703730700000.0,6411686000000.0,3522975200000.0,5348476300000.0,4378060000000.0,6162612000000.0,5924197000000.0,6198083500000.0,5847876000000.0
2058.0,4403081000000.0,5725558400000.0,5725777600000.0,6408270500000.0,6362816300000.0,6334950400000.0,6206214000000.0,4277511700000.0,2814543000000.0,6364999500000.0,5646438600000.0,6378586400000.0,3391628800000.0,5260236000000.0,4242345000000.0,6124700400000.0,5870970000000.0,6127111600000.0,5778542000000.0
2059.0,4324519300000.0,5644876000000.0,5645153000000.0,6388831500000.0,6312311000000.0,6294464000000.0,6165997000000.0,4137650000000.0,2687438400000.0,6323777300000.0,5602906500000.0,6351300000000.0,3279742600000.0,5177180000000.0,4107615600000.0,6079446500000.0,5792355300000.0,6051043000000.0,5705295700000.0
2060.0,4219775500000.0,5538103000000.0,5574733300000.0,6362936000000.0,6220230000000.0,6258945400000.0,6129220300000.0,4016948600000.0,2559949100000.0,6250043500000.0,5538438400000.0,6314117000000.0,3165179300000.0,5070294000000.0,3953810500000.0,6033226000000.0,5716376000000.0,5977951700000.0,5620541000000.0
2061.0,4115841700000.0,5447684000000.0,5501799600000.0,6339301500000.0,6148048000000.0,6244252000000.0,6079595400000.0,3860205700000.0,2427244500000.0,6173440300000.0,5473375000000.0,6278954000000.0,3055100000000.0,4983619000000.0,3818249500000.0,5995941000000.0,5640059000000.0,5916041700000.0,5535534400000.0
2062.0,4013367800000.0,5344915400000.0,5420273000000.0,6295485000000.0,6075481000000.0,6189475000000.0,6041621000000.0,3717607000000.0,2303484200000.0,6075833000000.0,5419373700000.0,6238597000000.0,2948605000000.0,4879499700000.0,3703550500000.0,5947887500000.0,5565089600000.0,5812507000000.0,5436063000000.0
2063.0,3912145800000.0,5286242300000.0,5328259000000.0,6249536000000.0,6013442300000.0,6159359000000.0,6005840000000.0,3602226300000.0,2178482400000.0,5984426000000.0,5351747000000.0,6182513000000.0,2864241700000.0,4752045000000.0,3599391800000.0,5898245000000.0,5460975400000.0,5698807700000.0,5350449000000.0
2064.0,3818662400000.0,5162018500000.0,5248484600000.0,6191147600000.0,5955767000000.0,6100577000000.0,5954957000000.0,3467281000000.0,2050951600000.0,5871855000000.0,5285135500000.0,6122830300000.0,2752557600000.0,4640697000000.0,3482657200000.0,5847200000000.0,5378902000000.0,5611226000000.0,5257970000000.0
2065.0,3724530700000.0,5084818000000.0,5171108000000.0,6151241500000.0,5887655000000.0,6050714000000.0,5896557600000.0,3328819900000.0,1925386200000.0,5768922300000.0,5228110000000.0,6104751300000.0,2653520000000.0,4538267300000.0,3348357000000.0,5807853000000.0,5311235000000.0,5491002000000.0,5157076600000.0
2066.0,3640930000000.0,4970184700000.0,5106845000000.0,6096953000000.0,5785804300000.0,6012312000000.0,5849075400000.0,3201635200000.0,1803327400000.0,5663179000000.0,5168391000000.0,6069868000000.0,2551858900000.0,4442588400000.0,3219890600000.0,5761831300000.0,5249746600000.0,5378585000000.0,5028470300000.0
2067.0,3552167000000.0,4876409000000.0,5006819300000.0,6054459500000.0,5703745000000.0,5971813300000.0,5758865400000.0,3066152000000.0,1693310000000.0,5561438400000.0,5109202300000.0,6012466600000.0,2438350800000.0,4334871600000.0,3096975200000.0,5731381700000.0,5177205000000.0,5287540400000.0,4885879000000.0
2068.0,3458098300000.0,4827777000000.0,4915458000000.0,6005048000000.0,5621529700000.0,5925460500000.0,5708646400000.0,2926767000000.0,1578134700000.0,5462911600000.0,5061418000000.0,5952703600000.0,2304616700000.0,4222076000000.0,2987372800000.0,5675743700000.0,5115604400000.0,5198353000000.0,4729645000000.0
2069.0,3370707300000.0,4770012000000.0,4821248600000.0,5964790500000.0,5550626000000.0,5890682000000.0,5631488000000.0,2792977900000.0,1473732800000.0,5377427500000.0,4999548500000.0,5902310600000.0,2199248400000.0,4111114700000.0,2854007600000.0,5622632000000.0,5072470000000.0,5094085500000.0,4559296500000.0
2070.0,3283202600000.0,4690340000000.0,4709902000000.0,5932561000000.0,5490332000000.0,5861526700000.0,5558316300000.0,2677744600000.0,1370793200000.0,5290728600000.0,4943126700000.0,5823382000000.0,2078267900000.0,3992860800000.0,2711267000000.0,5565960000000.0,4994197600000.0,5013044000000.0,4372808300000.0
2071.0,3192453000000.0,4600074600000.0,4613802600000.0,5864585000000.0,5408870000000.0,5802441000000.0,5479949400000.0,2549545000000.0,1274738400000.0,5179679700000.0,4868597000000.0,5760705600000.0,1961076500000.0,3892031500000.0,2572056000000.0,5511882000000.0,4909343000000.0,4896526400000.0,4193431600000.0
2072.0,3099696300000.0,4521132600000.0,4510118300000.0,5811077000000.0,5314547500000.0,5722936000000.0,5399938300000.0,2396957700000.0,1187067500000.0,5093238000000.0,4804018000000.0,5710956000000.0,1851511300000.0,3773896300000.0,2462946200000.0,5459382600000.0,4822248000000.0,4779787000000.0,4023355700000.0
2073.0,3020260000000.0,4458152000000.0,4400710400000.0,5768176000000.0,5230998600000.0,5677878000000.0,5314290000000.0,2247909700000.0,1107747900000.0,4969370500000.0,4735145300000.0,5643205300000.0,1738948300000.0,3654759500000.0,2324336700000.0,5399096000000.0,4734396700000.0,4661036000000.0,3847936800000.0
2074.0,2948176800000.0,4348240200000.0,4317770200000.0,5696652000000.0,5138219000000.0,5608391600000.0,5235742300000.0,2117910400000.0,1030432160000.0,4864455700000.0,4658821600000.0,5592921000000.0,1625943300000.0,3551168000000.0,2197449700000.0,5325032000000.0,4607789500000.0,4548210500000.0,3667344200000.0
2075.0,2861555500000.0,4244922400000.0,4205008400000.0,5665147300000.0,5030096000000.0,5530297300000.0,5145624000000.0,1986469600000.0,958413800000.0,4722624300000.0,4603602000000.0,5535901000000.0,1511435800000.0,3435162500000.0,2080000700000.0,5246896000000.0,4505845000000.0,4453021000000.0,3473407000000.0
2076.0,2777333400000.0,4155842500000.0,4095520500000.0,5620419300000.0,4945313000000.0,5482577000000.0,5049355300000.0,1853843300000.0,893860900000.0,4644614000000.0,4523769000000.0,5474424000000.0,1393929000000.0,3338940400000.0,1949385800000.0,5189602000000.0,4370207600000.0,4345808600000.0,3284110100000.0
2077.0,2687189600000.0,4050586400000.0,4011887700000.0,5557725400000.0,4832066300000.0,5453314000000.0,4944874000000.0,1724326000000.0,830905840000.0,4562229400000.0,4442409700000.0,5388899000000.0,1289453700000.0,3220888000000.0,1827003700000.0,5107578600000.0,4251754000000.0,4197111800000.0,3086248000000.0
2078.0,2611332300000.0,3934598000000.0,3931525300000.0,5518759300000.0,4712052000000.0,5401903000000.0,4844741000000.0,1580122800000.0,771854200000.0,4471785500000.0,4373818000000.0,5327192300000.0,1184066400000.0,3090812200000.0,1718296000000.0,5048592000000.0,4155967300000.0,4104529600000.0,2949985300000.0
2079.0,2518775000000.0,3835160000000.0,3830706900000.0,5466274000000.0,4606226600000.0,5290463000000.0,4746716000000.0,1459697400000.0,718945900000.0,4385850300000.0,4309507400000.0,5263337700000.0,1091048240000.0,2954197500000.0,1610089200000.0,4992849700000.0,4046844300000.0,4015177600000.0,2812989400000.0
2080.0,2442950300000.0,3743686000000.0,3751448000000.0,5410656400000.0,4514600000000.0,5180856000000.0,4618589000000.0,1346399600000.0,666768970000.0,4265877400000.0,4239887200000.0,5152508500000.0,993897300000.0,2834462400000.0,1503279600000.0,4943848000000.0,3927257400000.0,3924209700000.0,2675423000000.0
2081.0,2357230300000.0,3647373600000.0,3629366600000.0,5363420000000.0,4399473000000.0,5140657500000.0,4500662000000.0,1224324700000.0,617756030000.0,4173549500000.0,4167139900000.0,5036136000000.0,898064250000.0,2712303300000.0,1396892100000.0,4880953500000.0,3797968500000.0,3808157500000.0,2548120200000.0
2082.0,2270897600000.0,3538851500000.0,3520641600000.0,5302974000000.0,4293053400000.0,5079438000000.0,4369658200000.0,1116335100000.0,572731700000.0,4084497000000.0,4098178200000.0,4936993600000.0,806096900000.0,2592095600000.0,1300641900000.0,4810053000000.0,3652812300000.0,3705026600000.0,2393628200000.0
2083.0,2184702700000.0,3419748400000.0,3404157700000.0,5247640500000.0,4162909400000.0,5042789700000.0,4258997700000.0,999531200000.0,531760600000.0,3991855700000.0,4035697400000.0,4823565000000.0,715407300000.0,2482005000000.0,1217339600000.0,4722207500000.0,3509686400000.0,3597493300000.0,2234589600000.0
2084.0,2116492700000.0,3301304000000.0,3313976500000.0,5187616000000.0,4004374000000.0,4984686000000.0,4173116700000.0,897612050000.0,491225000000.0,3917823300000.0,3971428000000.0,4753738700000.0,640394200000.0,2368911400000.0,1133242400000.0,4662906300000.0,3358258400000.0,3515076800000.0,2111950400000.0
2085.0,2045015200000.0,3175006900000.0,3217809000000.0,5132247400000.0,3854490100000.0,4943782000000.0,4055737600000.0,798862500000.0,453739220000.0,3824818800000.0,3905918300000.0,4651574400000.0,568340400000.0,2259402400000.0,1055203600000.0,4575130600000.0,3231515400000.0,3427239500000.0,1938378900000.0
